ID_CJYP,DESC_CJYP,DIRECCION,CODPOSTAL,TELEFONO,X,Y,AGENCIA_NEW,ID_LOCALIDAD,RESPONSABLE,PROBIENESTAR,ESTADO,COMISIONVIGENTE,ENFERMERIA,PEDICURIA,AUTOCUIDADO,RECREATIVA
751,C JYP NAC DEL BARRIO LENCINAS,MALV.ARGENTINAS S/N  S/N,5579,82142,-68.37419,-33.25823,90,"4,041",ZACCIARI ARTURO,1,1,1,0,0,0,0
752,ASOC JYP DE LA NAC DR ARNALDO CARRASCO -LA CENTRAL RIVADAVIA-,HERNANDEZ S/Nº,5579,42690,-68.31175,-33.25655,90,"4,039","SOSA, CARLOS",1,1,1,0,0,0,0
753,SUB-COM JYP NAC DEL DISTRITO MEDRANO,SARMIENTO S/N,5585,02623-491141,-68.61667,-33.18333,90,"4,042","ECHEGARAY, MARIA",1,1,1,0,0,0,0
754,ASOC DE JYP CIV DE LA NACION DE RIVADAVIA,SAN MARTIN  40/48,5577,0261-442202/442,-68.46667,-33.20000,90,"4,044",DIAZ  JUAN,0,1,1,0,0,0,0
755,C UNION JYP (BARRIO RIVADAVIA -RIVADAVIA-MENDOZA),GALIGNIANA S/N,5579,44772,-68.46667,-33.20000,90,"4,044",ROBLES PETRONA,1,1,1,0,0,0,0
756,C JDE LA CIUDAD DE RIVADAVIA,SAN ISIDRO 1222 1222,5577,,-68.83310,-32.89272,366,"3,885",RODRIGUEZ MANUEL,1,1,1,0,0,0,0
757,C UNION JYP NAC Y PROV DE ZONA CENTRO Y SUR DEL DEPTO DE SAN CARLOS,BELEN Y NAZARETH 441,5569,51248,0.00000,0.00000,90,,GASPAR CORNEJO,1,1,1,0,0,0,0
758,ASOC JYP NAC DEL DTO SAN CARLOS,ELVIRA BUSTOS Y 25 DE MAYO S/N° S/Nº,5567,70936,-69.10000,-33.73333,366,"4,049","ZEVERINI, ELIO",1,1,1,0,0,0,0
759,ASOC JYP NAC Y PROV NUEVA ESPERANZA DE PAREDITAS,SAN MARTIN 630 630,5569,,-69.06667,-33.93333,90,"4,052",NAHIM ALFREDO,1,1,1,0,0,0,0
760,"CTRO. DE JUBILADOS/AS, PENSIONADOS/AS DE LA INDUSTRIA QUIMICA",TIBURCIO BENEGAS 121 121,5584,,-68.56667,-33.05000,90,"4,063",LUCIDO MANUEL,0,1,1,0,0,0,0
761,C JYP NAC CHAPANAY,BONANNO  S/N,5589,420020,-68.45000,-33.00000,90,"4,056","DOMINGUEZ, JAIME",1,1,1,0,0,0,0
762,C JYP NAC ZONA ESTE SAN MARTIN,ALTE. BROWN 440 440,5570,25554,-68.46667,-33.08333,366,"4,064","ASENCION, MIGUEL",1,1,1,0,0,0,0
296,C JYP NUEVA ESPERANZA,AV CINCINATTI 4837 4837,5017,4930939,-64.18039,-31.40525,,"2,025",GHERRA IDA,1,1,1,0,0,0,0
297,C JYP BRIGADIER J SAN MARTIN,BV.DE LOS ALEMANES  5388,5147,03543-445276,-64.18039,-31.40525,,"2,025",ZAPATA JULIA EDITH,1,1,1,0,0,0,0
298,C JYP ALEGRIA DE VIVIR,TOMAS DE ROCA MORA 2125 2125,5012,478-0611/478-09,-64.14243,-31.37144,,"2,025",PEREZ OLGA,1,1,1,0,0,0,0
299,"C DE J,P  TERCERA EDAD Y BIBLIOTECA , LAS PALMAS",GUARDIA NACIONAL 460 460,5003,841374,-64.18039,-31.40525,,"2,025","BAZAN, JUAN",1,1,1,0,0,0,0
300,C JYP SALUD Y AMOR COFICO,FRAGUEIRO 1420,5000,710682,-64.18039,-31.40525,,"2,025",WOLYNIEC EUGENIO,0,1,1,0,0,0,0
301,"FED DE ORG DE JUB, PENS Y 3¦ EDAD DE CORDOBA",AV. GRAL. PAZ PISO 2º 374 ,5000,0351-4240277,-64.18484,-31.41117,,"2,025","TULA, JOSE ANTONIO",0,1,1,0,0,0,0
302,C JYP Y BIBLIOTECA SOLIDARIDAD Y HONESTIDAD,JOSE M. PIZARRO  547,5016,0351-4620616,-64.18039,-31.40525,,"2,025",NALLIN  JOSE ALBERTO,1,1,1,0,0,0,0
303,HOGAR DE DIA TUSCA SOCIEDAD CIVIL,LOPEZ Y PLANES 2957 2957,5006,0351-4550991,-65.43333,-31.83333,,"2,548",GUIRON HECTOR,0,1,1,0,0,0,0
304,C JYP GENERAL JUAN B BUSTOS,R.DEL LIBANO Y YADAR 1203 290 ,5001,474-3457,-64.18039,-31.40525,,"2,025",,1,,,,,,
305,C JUB GRAL PAZ - JUNIORS,ROMA  850,5000,0351-4530290/45,-64.18039,-31.40525,,"2,025",QUEVEDO DE ESPIL  JUANA,0,1,1,0,0,0,0
306,C JYP 3¿ EDAD COMUNITARIO REMEDIOS DE ESCALADA,CALLE N¿ 8  S/N,5019,492-3173,-64.18039,-31.40525,,"2,025",VERON BEATRIZ IRMA,1,1,1,0,0,0,0
307,C JYP VIRGEN DEL VALLE,MZNA 71 LOTE 1  S/N  S/N,5000,,-64.18039,-31.40525,,"2,025",CANET MARIO,1,1,1,0,0,0,0
308,C JYP SANTA ANA,PJE. ANGEL SUAREZ  745,5003,489-3979,-64.18039,-31.40525,,"2,025",BARCENA CATALINA D. CARMEN,1,1,1,0,0,0,0
309,C JYP BIBLIOTECA NUEVA CORDOBA,ITUZAINGO 548 548,5000,0351-4230983,-64.18454,-31.42339,,"2,025",ELIDA FERMINA FUNES,0,1,1,0,0,0,0
310,C JYP 3° EDAD Y BIBLIOTECA AMOR Y PAZ,PASAJE EL ÑANDU  2227,5006,0351-4553122/45,-64.18039,-31.40525,,"2,025",BASUALDO MARIA JUANA,1,1,1,0,0,0,0
311,C JP Y 3° EDAD BIBLIOTECA DEL BARRIO QUINTAS DE ARGUELLO,SANTIAGO BUESO 7980 ,5000,03543-420623,-64.18039,-31.40525,,"2,025",CHIBLE JUAN CARLOS,1,1,1,0,0,0,0
312,C JYP DE BARRIO OBSERVATORIO,LAPRIDA 1235 263 ,5000,156-782777,-64.20435,-31.42055,,"2,025",SANTANA SARA,1,1,1,0,0,0,0
313,C JYP DEL B° GRAL URQUIZA,ASTURIAS 3181 300 ,5014,,-64.18039,-31.40525,,"2,025",,1,,,,,,
314,SUBCOMISION DE JYP DE LA UNION OBRERA METALURGICA SECCION CORDOBA,LIMA 967 967,5000,0351-4222145/51,-64.17034,-31.41373,,"2,025",SAGER ELDO RAUL,0,1,1,0,0,0,0
315,C JYP TERCERA EDAD Y BIBLIOTECA PLENITUD,AV. TRONADOR 1787 ,5010,657645,-64.18039,-31.40525,,"2,025",LUDUEÑA FRANCISCA,0,1,1,0,0,0,0
316,FED DE CTROS INDEPENDIENTES COORDINADORA DE JYP DE CORDOBA,AV GRAL PAZ PISO 1º 374 ,5000,469-5329/425-79,-64.18484,-31.41117,153,"2,025","VAZQUEZ, HORACIO",0,1,1,0,0,0,0
317,C JYP NAC 3? EDAD Y BIBLIOTECA SAN LORENZO,AGUSTIN DELGADO 5576,5123,497-9624,-64.18039,-31.40525,,"2,025",MICCIARELLI  PURA ALDA,1,1,1,0,0,0,0
318,CENTRO UNION DE JYP ZONA NORTE,VICENTE ESPINEL 550 550,5001,470-0626,-64.18073,-31.37859,,"2,474",LUJAN MARIA ELEUTERIA,0,1,1,0,0,0,0
319,C JP 3 EDAD Y BIBLIOTECA ESPERANZAS UNIDAS,14 DE ABRIL  4120,5000,706502,-64.18039,-31.40525,,"2,025",REBORA MARIA,1,1,1,0,0,0,0
320,C JYP SARGENTO CABRAL,FERNANDO ABRAMO 2688 2688,5000,781671,-64.18039,-31.40525,,"2,025",LOZA GABRIELA,1,1,1,0,0,0,0
321,C JYP DE BARRIO PARQUE DON BOSCO,PABLO ARDIZZONE 6946,5003,840930,-64.18039,-31.40525,,"2,025",FRIAZ ERMINIO,1,1,1,0,0,0,0
322,C DE JYP SANTA ISABEL,FERNANDO CASADO  2160,5000,494-1841/494-08,-64.18039,-31.40525,,"2,025",VERA MARIA BEATRIZ,1,1,1,0,0,0,0
323,C JYP DE BARRIO JARDIN,EMILIO CIVIT 994,5016,464-7015/8062/7,-64.18039,-31.40525,,"2,025",POLETTI RONALD,0,1,1,0,0,0,0
324,subcom. de jyp de la asoc. pers. jerarquico de transp. aut. pas. cdba. ,lima 446 ,5000,4280605,-64.18039,-31.40525,,"2,025",,0,,,,,,
325,REENCUENTRO DE LA TERCERA EDAD,ANCASTI 5530 ,5006,497-4483,-64.18039,-31.40525,,"2,025",,0,,,,,,
326,CTRO DE JYP VECINOS UNIDOS DE BARRIO ZUMARAN,SEBASTIAN GABOTO 2382 2382 ,5000,476-3233,-64.20518,-31.37518,,"2,025",LIPARI JOAQUIN,1,1,1,0,0,0,0
327,CENTRO DE JUB. Y PENS. ALEM,AV. LEANDRO N. ALEM  1699,5000,471-4854,-64.18039,-31.40525,,"2,025",TOLEDO  HECTOR ELVIO,1,1,1,0,0,0,0
328,CTRO. DE JUBILADOS TERCERA JUVENTUD,LA RIOJA 1061,5000,,-64.18039,-31.40525,,"2,025",BORZATO OFELIA,0,1,1,0,0,0,0
329,SUBCOMISIËN DE JYP. DE LA MUTUAL DEL PERS. DE LA EX- AGUA Y ENEG. ELEC ,ITUZAINGO 548 ,5000,0351-4230983,-64.18039,-31.40525,,"2,025",,0,,,,,,
330,CTRO. DE JYP. GRANADERO PRINGLES,BERNIS  3301,5000,,-64.18039,-31.40525,,"2,025",TOCONA  LUISA ESTHER  ,0,1,1,0,0,0,0
331,CENTRO DE JYP FERROVIARIOS Y ADULTOS MAYORES LEALTAD Y ESPERANZA,DIEGO PAROISSIEN  3880,5014,(0351)-4564035.,-64.18039,-31.40525,,"2,025",GATICA  RUBEN OMAR,0,1,1,0,0,0,0
332,CTRO. DE JUBILADOS JUAN FILLOY,25 DE MAYO 1187 ,5000,0351-4533260,-64.18039,-31.40525,,"2,025",,0,,,,,,
333,C JYP DEL BARRIO CORONEL OLMEDO,ESTOMABA JUAN RAMON 5717 333 ,5119,497-5625,-64.15333,-31.48595,,"2,024",MARTINEZ NELSI,1,1,1,0,0,0,0
334,C JYP AMISTAD Y SERVICIO,DEL CHAMAME 9233 9233,5019,4998549,-64.18333,-31.31667,,"2,031",GUALANDRA ANGELA,1,1,1,0,0,0,0
335,"CTRO. DE JUB, PENS, 3 EDAD Y BIBLIOTECA DE VILLA BELGRANO",HERIBERTO MARTINEZ 6251,5147,03543-422664,-64.53333,-31.98333,,"2,018",RIVARA PABLO,0,1,1,0,0,0,0
336,AGRUPACION AMIGOS DE LA 3° EDAD,SANTA ANA 3119 ,5003,894028,-64.22600,-31.41358,,"2,025",,0,,,,,,
337,C JYP CAMINANDO POR LA VIDA,SANTA ANA 2936 313 ,5010,886211,-64.18039,-31.40525,,"2,025",FLORES RAMON,1,1,1,0,0,0,0
338,C JYP ALBERDI,PJE. CRISTOBAL DE AGUILAR 1890 1890,5000,4805708,-64.18039,-31.40525,,"2,025",PEREZ MANUEL HUMBERTO,1,1,1,0,0,0,0
339,"CENTRO DE J,P Y TERCERA EDAD VOLVER A EMPEZAR",LUNA Y CARDENAS 2696,5010,4881266,-64.18039,-31.40525,,"2,025",PELLEGRINI ANTONIO ANGEL,1,1,1,0,0,0,0
340,C JYP SAN NICOLAS,PALERMO 2950 157 ,5012,785803,-64.14764,-31.37657,,"2,044",GAETAN NICOLAS,1,1,1,0,0,0,0
341,C JYP DE BARRIO EMPALME,JACHAL Y TOTORALEJOS 2144 2144,5000,455-4202,-64.18039,-31.40525,,"2,025","PAGLIONI, MIGUEL",1,1,1,0,0,0,0
342,C JYP NAC. PROV. Y MUNICIPALES QUEBRADA DE LAS ROSAS,9 DE JULIO  5553 ,5003,484-3050,-64.18039,-31.40525,,"2,025",GRAU IRASTORGA EDELMIRA,1,1,1,0,0,0,0
343,AGRUP JYP ZONA SUR,POPAYAN EX PJE 4 5257,5000,,-64.18039,-31.40525,,"2,025",MOLINA MIGUEL ANGEL,1,1,1,0,0,0,0
344,ENTIDAD DE JYP DE BARRIO PARQUE MONTECRISTO,FRANCISCO ORTIZ MONTIEL  2241,5012,517662,-64.18039,-31.40525,,"2,025",FILIPPA  YOLANDA,1,1,1,0,0,0,0
345,C JYP BARRIO PARQUE REPUBLICA,PINZON 1005 1005,5003,156133061,-64.18039,-31.40525,,"2,025",GONZALEZ CARLOS,1,1,1,0,0,0,0
346,ASOC JYP DE BARRIO PUEYRREDON ESTE,CELEDONIO FLORES 1327 160 ,5013,51-6339,-64.18039,-31.40525,,"2,025",MICCIARELLI MAFALDA,1,1,1,0,0,0,0
347,C JYP LUZ Y VIDA BARRIO CENTRO AMERICA,FERDINAND DE LESSEPS 485 ,5001,472-6675/470-14,-64.18039,-31.40525,,"2,025",,0,,,,,,
348,C JYP CONVIVIR,MARTINEZ PAZ 118 118,5000,700880,-64.16951,-31.37227,,"2,025",ROMERO SUSANA,1,1,1,0,0,0,0
349,C JYP VIDA,JOSE MENDIVIL 851 ,5001,,-64.48333,-33.70000,,"2,391",,0,,,,,,
350,C JYP DE BARRIO LOS NARANJOS,PADRE LOZANO  1660,5010,466-2799,-64.18039,-31.40525,,"2,025",CENDALI MARIA F.,1,1,1,0,0,0,0
351,C DE JUB DE VILLA PAEZ,JOSE PENNA 2174 328 ,5001,4883147,-64.18039,-31.40525,,"2,025",PERALTA MARTA ISABEL,1,1,1,0,0,0,0
352,C JYP PAZ Y PROGRESO,AGUSTIN GARZON 4472 111 ,5006,455-722.-,-59.36667,-34.66667,,838,TULA JOSE ANTONIO,1,1,1,0,0,0,0
353,C JYP ALTOS DE SAN MARTIN,EMILIO C OCAMPO 2972 271 ,5009,481-5924,-64.18039,-31.40525,,"2,025",GORDILLO BEATRIZ,1,1,1,0,0,0,0
354,C JYP DE BARRIO COLON,CASTILLA  1912,5000,55-7946,-64.18039,-31.40525,,"2,025",MIGLIARDI  NOELIA ,1,1,1,0,0,0,0
355,ASOC JYP DE LA ZONA SUR OESTE,VILLA MARIA  6148,5000,4944150,-64.18039,-31.40525,,"2,025",CHESTA  MARIA ISABEL,1,1,1,0,0,0,0
356,C JP 3 EDAD Y BIBLIOTECA NICOLAS AVELLANEDA,DOROTEA ROBLES  5177,5123,495-4648/497-41,0.00000,0.00000,,,ELBA  RODRIGUEZ,1,1,1,0,0,0,0
357,CTRO. DE JYP BARRIO DEAN FUNES,JOSE DARRAGUEIRA 5080 331 ,5123,,-64.18039,-31.40525,,"2,025",ORIONTE JUAN,1,1,1,0,0,0,0
358,C JYP DE BARRIO ESTACION FLORES,BERLIN 3275 130 ,5010,465-1095,-64.18039,-31.40525,,"2,025",REGINALDO ISMAEL,1,1,1,0,0,0,0
359,C JYP VIVIR,JOSE DULCE  3900,5000,4614777/4615847,-64.18039,-31.40525,,"2,025",ALBARRACIN CRISTINA,0,1,1,0,0,0,0
360,C JYP BARRIO LA FRANCE,CIUDAD DE ESTECO  3591 ,5008,4771714,-64.18039,-31.40525,,"2,025",BATTILANA  ANGELA,1,1,1,0,0,0,0
361,COM J DE LA SECC CORDOBA DEL SMATA,27 DE ABRIL 663 220 ,5000,229565/223613,-64.19340,-31.41473,,"2,025",FIGUEROA MIGUEL ANGEL,1,1,1,0,0,0,0
362,C JYP DE BARRIO LAS FLORES Y ALEDAÐOS,LAUTARO 103 ,5016,60-3914,-64.18039,-31.40525,,"2,025",FORTUNA ALCIRA,1,1,1,0,0,0,0
363,C JYP GRUPO ESPERANZA,ARQUIMEDES 2630 113 ,5000,4724704 / 47378,-54.19095,-26.66780,,"4,437",ALBELOS LUISA,1,1,1,0,0,0,0
364,"C DE JUBILADOS "" SAN CAYETANO""",DOMINGO MURIEL 1640 ,5012,496-1191,-64.20976,-31.42285,,"2,039",,0,,,,,,
365,C JYP DE MANUEL BELGRANO,PUERTO DE PALOS 1332 ,5012,52-3262,-64.15941,-31.38660,,"2,025",,0,,,,,,
366,SUBCOM JYP C VEC DE B°S NVA.ITALIA Y VIVERO NORTE SECC 13,DIEZ GOMEZ 2606,5012,4452-0238,-64.18039,-31.40525,,"2,025",BLASCO ANTONIO OSVALDO,1,1,1,0,0,0,0
367,NUEVO CENTRO DE JYP NUEVA ITALIA,MARTINIANO CHILAVERT 1700 334 ,5012,,-64.14642,-31.39061,,"2,025",ALMADA NOEMI RAMONA,1,1,1,0,0,0,0
368,"CTRO. DE JUBILADOS , PENSIONADOS Y TERCERA EDAD DE LA ASOC. MUTUAL OPAS",R. LEVILLIER 1576 ,5012,155-058084,-64.15064,-31.39250,,"2,025",,0,,,,,,
369,C JYP ZONA SUR,CERRO COLORADO 3185 ,5016,644401,-64.18039,-31.40525,,"2,025",CUSOT RUBEN,0,1,1,0,0,0,0
370,C JYP DE BARRIO PARQUE LICEO,ALFONSINA STORNI  476,5019,4921363,-64.18039,-31.40525,,"2,025",CASTAÑARES  JUAN BENITO,1,1,1,0,0,0,0
371,C DE JYP NAC GRAL JOSE DE SAN MARTIN,LUIS VERNET 2269 149 ,5012,4790504,-64.14042,-31.37658,,"2,025",MONTENEGRO MIGUEL,1,1,1,0,0,0,0
372,C JYP DE BARRIO SARMIENTO-RIVADAVIA Y ANEXO,AV SARGENTO CABRAL  1952,5008,4565276,-64.18039,-31.40525,,"2,025",DIAZ JUAN RAMON,0,1,1,0,0,0,0
373,C JYP AMIGOS DE YAPEYU,JUAN ROQUE  191,5000,515865,-64.18039,-31.40525,,"2,025",VITELLI RAMON,1,1,1,0,0,0,0
374,C JP3° EDAD Y BIBLIOTECA DEL BARRIO YOFRE NORTE,ALTOLAGUIRRE 2252 2252,5012,513820,-64.13303,-31.38346,,"2,043",UTRERA MIRTA SARA,1,1,1,0,0,0,0
375,C JYP SAN MARTIN,MACIEL JUAN BAUTISTA  95,5000,718204,-64.18039,-31.40525,,"2,025",CATTANI CARLOS,1,1,1,0,0,0,0
376,C JYP NAC 3° EDAD Y BIBLIOTECA DE VILLA CABRERA,DOMINGO ZIPOLI  1755,5009,808203,-63.86667,-32.81667,,"2,208",MOYANO  SILVIA,1,1,1,0,0,0,0
377,C JYP VILLA CENTENARIO,LINO SPILIMBERGO  4075,5009,4822393,-64.18039,-31.40525,,"2,025",ALLENDE ISABEL,1,1,1,0,0,0,0
378,C JYP DEL BARRIO AUGUSTO MAULLER Y ANEXO,BLAS PARERA 3341 3341,5006,564002,-64.18039,-31.40525,,"2,025",MARQUEZ ANGELA,1,1,1,0,0,0,0
379,CENTRO SOCIAL PARA JUB . Y PENS. SAN PABLO,COPINA Y CABANA  S/N,5014,0351-4640606,-64.18039,-31.40525,,"2,025",GONZALEZ  PEDRO,0,1,1,0,0,0,0
380,CTRO. DE JYP LUZ Y ESPERANZA,SENADOR REGINO MADERS 1282 1282,5000,4739489,-64.18039,-31.40525,,"2,025",ANGELICA MIRIAN,0,1,1,0,0,0,0
381,"CTRO. DE JUB., PENS. Y TERCERA EDAD ARMONIA",AV. VUCETICH 7567 354 ,5020,0351-497-6285,-65.03333,-31.66667,,"2,544","SARMIENTO, CARLOS",1,1,1,0,0,0,0
382,CENTRO DE JYP NUEVO MILENIO,DESCALZI 1350,5010,4488-3549,-64.18039,-31.40525,,"2,025",GAUNA ADOLFO LORETO,0,1,1,0,0,0,0
383,SUBCOMISION DE JUB. Y PENS. SAN MARTIN DE PORRES,AV. DON BOSCO 4760 ,5003,484-9917,-64.24647,-31.40423,,"2,025",,0,,,,,,
384,C JYP LOS PLATANOS,AV.LOS PLATANOS 1409  1409,5010,1561436949/4661,-64.18039,-31.40525,,"2,025",PETEL MARIA DEL CARMEN,1,1,1,0,0,0,0
385,C JYP TERCERA EDAD Y BIBLIOTECA LOURDES,FERROVIARIOS  1636,5014,457-1151/6072,-64.81667,-30.73333,,"2,114",TORRES ANTONIO CARLOS,0,1,1,0,0,0,0
386,C JYP LA CASA DE TODOS,PARAGUAY 880 880,5000,460-0482,-64.18039,-31.40525,,"2,025",BUSTAMANTE VICTORIA,1,1,1,0,0,0,0
387,"CENTRO DE J,P. Y TERCERA EDAD HORIZONTE",VIÑA DEL MAR  4078,5016,,-64.18039,-31.40525,,"2,025",ELMER VALENTIN VALDEMARIN,1,1,1,0,0,0,0
388,C JYP LA ESPERANZA,DE LAS COLONIAS RURA 3885 ,5014,156-524944,-63.10000,-32.50000,,"2,662",,0,,,,,,
389,C JP Y 3 EDAD Y BIBLIOTECA UNION Y PAZ,JOSE DE ARREDONDO 2118,5012,,-64.15871,-31.34075,,"2,044",FERRERO ILDA INES,1,1,1,0,0,0,0
390,C JYP LOS PINOS,HEROES DE VILCAPUGIO 1256,5012,451-0057,-64.15871,-31.34075,,"2,044",WAKER MARIA,1,1,1,0,0,0,0
391,ASOC. DE JUBILADOS RECREATVA Y BIBLIOTECALOS ABUELOS,HIPOLITO YRIGOYEN  S/N  S/N,5107,03525-493065,-64.30000,-31.06667,,"2,045",LUNA FRANCISCO,1,1,1,0,0,0,0
392,C JYP Y ABUELOS DE COLONIA CAROYA,OSVALDO LEANDRO CONTERNO  4265  ,5223,03525-67167,-64.06667,-31.05000,,"2,052",PERESINI  IVAN CESAR  ,1,1,1,0,0,0,0
393,C JYP DE COLONIA TIROLESA,RUTA 74   KM 23  ,5101,902098,-64.08333,-31.26667,,"2,053",CECATO AQUILES,0,1,1,0,0,0,0
394,C JYP DE EL MANZANO,EL MANZANO PJE PUBLI  92  ,5107,03525-424000,-64.30000,-31.08333,,"2,056","RIVERO, JULIO",1,1,1,0,0,0,0
395,C JPR Y ADHERENTES DE GENERAL PAZ,BUENOS AIRES    S/N°  25  ,5145,,-64.15000,-31.13333,,"2,062",GARNICA RAMON,1,1,1,0,0,0,0
396,C JYP DE JESUS MARIA,CORDOBA 217 217,5220,03525-420596,-64.10000,-30.98333,,"2,063",BALDO FACUNDO,1,1,1,0,0,0,0
397,CENTRO DE JYP VILLA LOS LLANOS DE EST. JUAREZ CELMAN,LOS ROBLES 329 ,5145,,-66.55000,-30.31667,,"3,125",GONZALEZ SAUL ALBERTO,0,1,1,0,0,0,0
398,C JYP DE LA CALERA Y SU ZONA,BELGRANO 684,5151,66843,-64.35000,-31.35000,,"2,071",SAVID SATURNINO VICTORIO,1,1,1,0,0,0,0
399,ASOC. MUTUAL DE JYP. DE CERDOBA 15 DE JUNIO LA CALERA,OLCESE 510 510,5151,03543-461234,-64.35000,-31.35000,,"2,071",COLETTO SANTIAGO,0,1,1,0,0,0,0
400,ASOC MUT C JYP ANI MI,RUTA E 53 Y ALAMO  ,5115,03525-491326,-58.46667,-31.06667,,"3,004",SAN CLEMENTE HAYDEE,1,1,1,0,0,0,0
401,C JYP UNIDOS DE MALVINAS ARGENTINAS,RAWSON SECC II  S/N°  203 ,5125,4997241,-64.05000,-31.38333,,"2,077",VILLAGRA JUAN RAMON,1,1,1,0,0,0,0
402,C JYP DE LA LOC DE MENDIOLAZA,CALLE N 6  375 ,5107,0543-33447,-64.31667,-31.28333,,"2,079",ANDRADA INES MAITINES,1,1,1,0,0,0,0
403,C MUT JYP DE RIO CEBALLOS,PJE. SANTA CECILIA 46 108 ,5111,03543-453755,-64.33333,-31.18333,,"2,084",FUENTES DE LAGO ALBA,1,1,1,0,0,0,0
404,C JYP NAC DE SALDAN,25 DE MAYO 30 81  ,5149,03543-494502,-64.31667,-31.30000,,"2,086",ALBORNOZ NELIDA,1,1,1,0,0,0,0
405,C JYP REENCUENTRO,EVA PERON  1644,5149,,-64.31667,-31.30000,,"2,086",CARBAJAL  MARIA CELINA,1,1,1,0,0,0,0
406,C JYP DE SALSIPUEDES,SANTA ROSA 255 163 ,5113,03543-492372,-64.30000,-31.15000,,"2,087",,1,,,,,,
407,C JPYR DE UNQUILLO,SAN MARTIN 2962 2962,5109,03543-488990,-64.31667,-31.23333,,"2,092",GARCIA ROSA DEL VALLE,1,1,1,0,0,0,0
408,C MUTUAL JYP DE VILLA ALLENDE,AV. DEL CARMEN 709 709,5105,03543-439917/43,-64.28333,-31.30000,,"2,093",ROSSI LUIS DANILO,1,1,1,0,0,0,0
409,ASOC JYP FERROV Y ANEXOS DE CRUZ DEL EJE RAMON GOMEZ,ALTE BROWN 845 845,5280,03549-423034,-64.81667,-30.73333,,"2,102",CORZO SEGUNDO ENRIQUE,1,1,1,0,0,0,0
410,C JYP NAC DE CRUZ DEL EJE,BME MITRE 341 341,5280,424291,-64.81667,-30.73333,,"2,102",IDEAL NEGRI,1,1,1,0,0,0,0
411,C JYP NAC DE LA UNION FERROVIARIA,AVELLANEDA 23 23,5280,03549-422662,-64.81667,-30.73333,,"2,102",MOYANO NICOLAS,1,1,1,0,0,0,0
412,C JYP PAMI CRUZ DEL EJE SUR,EVA PERON 1742,5280,03549-422882,-64.81667,-30.73333,,"2,102",RODRIGUEZ NELIDA,1,1,1,0,0,0,0
413,C JUB EL BRETE,BARRIAL CAMINO A MEDIA NARANJA (RUTA A 75 ) S/N,5281,,-64.90000,-30.68333,,"2,104",MALDONADO DANIEL,1,1,1,0,0,0,0
414,C JYP LA HIGUERA, RUT PROV  15 S/N ,5285,91068,-65.10000,-31.01667,,"2,109",MOYANO IRMA,1,1,1,0,0,0,0
415,ENTIDAD JYP NAC Y PROV DE SAN MARCOS SIERRA,LA REINA MORA        361,5282,03546-496140,-64.66667,-30.78333,,"2,121",CARROZ SERGIO SECUNDINO,1,1,1,0,0,0,0
416,C JYP SERREZUELA,GRAL SAN MARTIN AV. 0 178 ,5270,92054,-65.35000,-30.63333,,"2,122",CALLEJO BLANCA AZUCENA,1,1,1,0,0,0,0
417,C JYP VILLA SOTO,COLON 260,5284,80480,-64.98333,-30.86667,,"2,127",VARELA ELBA,1,1,1,0,0,0,0
418,C JYP DE PASO VIEJO,ZONA RURAL 0 S/N,5284,03549-495010,-65.20000,-30.73333,,"2,116",LOYOLA MARIA ROSA,1,1,1,0,0,0,0
419,C JYP DE ARROYO ALGODON,BELGRANO         S/N ,5909,,-63.16667,-32.20000,,"2,155",CALLEGARI ATILIO,0,1,1,0,0,0,0
420,C JYP ARROYO CABRAL,MARIANO MORENO  483,5917,0353-4877457,-63.40000,-32.50000,,"2,156",FENOGLIO ALONSO MIGUEL,1,1,1,0,0,0,0
421,C JYP DE AUSONIA,25 DE MAYO Y SAN MARTIN S/N,5901,,-63.23333,-32.66667,,"2,157",DELFINO BLANCA,1,1,1,0,0,0,0
422,C JYP DE CHAZON,CALLE 19  128  ,2675,488-2160/2138,-63.28333,-33.08333,,"2,159",LIBRA MARIA DEL CARMEN,1,1,1,0,0,0,0
423,C JYP DE ETRURIA,SANTIAGO NICOLA 356 356  ,2681,,-63.23333,-32.93333,,"2,160",ETIENNE MARY MATILDE,1,1,1,0,0,0,0
424,C JYP DE LA LAGUNA,MARIANO MORENO 335 121 ,5901,880145,-63.25000,-32.80000,,"2,163",VIGUIE GRACIELA,1,1,1,0,0,0,0
425,C JYP DE LA PALESTINA,JACINTO BECCO 442 442,5925,0353-4887009,-63.41667,-32.61667,,"2,164",FASSI ANGEL,0,1,1,0,0,0,0
426,C JYP DE LA PLAYOSA,BV. CORDOBA Y SAN MARTIN  52  ,5911,0353-4899316,-63.03333,-32.10000,,"2,165",DAO TERESITA,1,1,1,0,0,0,0
427,C JUB DE LA LOC DE LUCA,9 DE JULIO Y SARMIENTO  20  ,5918,0353-4872008,-63.46667,-32.55000,,"2,167",COLUSSO ROBERTO,1,1,1,0,0,0,0
428,C JYP DE PASCO,BUENOS AIRES 245 13  ,5925,4885224,-63.33333,-32.75000,,"2,168","MONAVELLA, ALDO",1,1,1,0,0,0,0
429,C JYP DE TICINO,SAN MARTIN  736,5927,4886254,-63.43333,-32.68333,,"2,172",ESQUIVEL  NORMA ESTHER,1,1,1,0,0,0,0
